text,user_location,target
@TIME ⚠️⚠️ OpEd: @USPS Aside from #Mail being extremely important during current #COVID19 pandemic Does @POTUS not… https://t.co/zs8thlwkqS,United States,1
@senatemajldr Dems put forth a bill 2 months ago!! Where is that? Oh sitting on your desk! Bring it for a vote !… https://t.co/xq40vwqwuD,"New Hampshire, USA",2
"I am stressed out. I know many of you are, too. So, let's dance it out together at 4:30pm with DJ Ome. We can dance… https://t.co/ESqjddgDxi","California, USA",0
"So it's safe enough to open schools and send folx back to work, but #COVID19 is too dangerous to have an election?… https://t.co/lHJpbY78Pg",USA,0
#COVID19 worries and precautions continue in #Michigan #coronavirus #Detroit https://t.co/SoHW3oyTJZ,"Michigan, USA",0
"Trump’s campaign has aired 63,000 ads about imaginary crime or crime caused by him &amp; 0 ads about #COVID19 this mont… https://t.co/qdOjCvBRfx",Not GOP’s USA,0
I think Indians should come out and clap for Sonu sood and also help him to help more and more. @SonuSood #COVID19,United States,1
South Carolina nearing 20% positivity #Covid19. Yesterday #McMaster opened up the last of the businesses and I'm st… https://t.co/HSASjAwErE,USA,1
"#Economy: GDP shrank at an annual rate of 32.9%, according to the Bureau of Economic Analysis, the agency that publ… https://t.co/HDggQn0nmM",United States,2
"@JesseKellyDC @RUAnonymous1 Since Feb, worldwide, only 2/10 of 1% of deaths are attributed to #COVID19 . Remember t… https://t.co/A5HH31ApGT","Tucson, AZ, USA",2
"#MentalHealth is crucial. But guess what? Government $ doesn’t reflect that.

As Americans deal with #COVID19, we n… https://t.co/gpLWvQH2M4","New Jersey, USA",2
"@cioccolanti His refusal to take reasonable precautions and wear a mask and practice social distancing ""got"" him.… https://t.co/ahGg1dhT22","Michigan, USA",2
#UK #COVID19 #SARSCoV2 #Pandemic https:// major local lockdowns for parts of northern England (this via UK media re… https://t.co/rSS7Y4K4fC,Live Free or Die - NH USA,2
And the pandemic played on...... #COVID19 #COVIDIOTS #StayAtHome #WearAMask https://t.co/VDjzqTWHNM,"New Mexico, USA",1
"Even w/the #COVID19 outbreak @ his #NCDOI office over the last 5 wks, TODAY (July 30) #MasklessMike Causey rides ag… https://t.co/WyKGSdNHQb","North Carolina, USA",2
Many #childcare centers &amp; family child care homes stayed open amidst #COVID19 to meet families' needs. All programs… https://t.co/aeXGPSZ4h5,United States,1
"Why is it complicated for @seanhannity and Laura what ever her last name is to understand this, @realDonaldTrump an… https://t.co/8ulBrMqdXd",United States,2
"@TrumpWarRoom Well, this administrations #COVID19 response is anti everyone. They literally don’t care if you die a… https://t.co/emaUFYtmWq",United States,0
If anything is clear from @GovTimWalz's press conference on #school #COVID19 guidelines today; is that nothing is c… https://t.co/63FxNDYIQw,"Red Lake, Minnesota, USA",1
"School Closures resulted in less #COVID19 deaths and case transmissions. 

#distancelearning 
@TamSupt… https://t.co/b6v4srPYoV","California, USA",2
"Global #MAFS Summit on Friday July 31 . One hour action packed filled with inspirational speakers, #COVID19 relief… https://t.co/OAKZFnuVlY",USA,1
We call it a failed dicktatorship. #DICKTATOR #COVID19 https://t.co/8h9y29h41B,"Vermont, USA",0
"1/2 To accelerate learning amid #COVID19, CFC member @SonjaSantelises says schools must ensure students have access… https://t.co/jpo64Lkp6X",United States,1
"Maybe for 2021 we can quit doing #covid19 and do Disco again.
Please?
https://t.co/FnN5KjPVVf","Georgia, USA",1
"@MysterySolvent @MysterySolvent After Trump's rally, how many black folks has Trump killed so far? About 150,000 fr… https://t.co/FgiPdTH43I",USA!,0
"@SueDeWitt4 There would be very little #COVID19 testing, stimulus checks would be cut in half, no employment extens… https://t.co/WTs0JzLb3Q","Kansas, USA",0
"Seriously. What the heck are we doing? Now MN @GovTimWalz will put the decisions to proceed with the school year, o… https://t.co/feyUWpLFGB",United States,0
Don’t make me say somethin Karen cause I will.  #covid19 #covid #wearamask #wearadamnmask #immunocompromised… https://t.co/1y7yr8ftX8,"New York, USA",2
"#CoronaVirusUpdates: WA State passes 54k cases; reopening phases paused indefinitely. WA has 708 cases per 100,000… https://t.co/knGc5US6NU","Pullman, Washington, USA",2
"@mog7546 When Trump loses and all his people are fired, America will finally breathe. Trump is literally killing us… https://t.co/ndxdl4AWgE",United States,0
@StevenStackMD says for some people #COVID19 was like pouring round up in their lungs.,"Kentucky, USA",1
It’s so fucking embarrassing being an American. #COVID19,"Wisconsin, USA",0
Gov. Kim Reynolds sets thresholds for when schools can close due to COVID-19 https://t.co/BVOqrQHUmr via @iowacapdispatch #COVID19,"Des Moines, Iowa, USA",2
"Ask @SharonFeigon, @SharedUseCntr your questions LIVE @ 4:20pm today! Join NOW to see her &amp; feat panelists from… https://t.co/lbdTVJDHPk","Evanston, IL  USA",1
"Danny Williams, the President and CEO of @EBVillage is giving a talk about ""weathering the storm"" of #COVID19 in a… https://t.co/TWKbUxkzLD","Saint Louis, Missouri, USA",1
@senatemajldr Why are you unwilling to give unemployed Americans relief like democrats are asking for but Republica… https://t.co/EK9U9KwhML,"New Hampshire, USA",1
Of course it is... but why are so many people blind to this?? Could it be the widespread brainwashing going on by t… https://t.co/Z5QCmRBJCM,"Tennessee, USA",0
Fears of a second #COVID19 wave in Europe are a cause for caution - not panic https://t.co/sk29jCBFzo,United States,0
@w_walgraeve Demonic doctors selling snake oil and doing their part to make the US Ground Zero in the global #COVID19 pandemic!,My Books: Religion in Americas,2
@realDonaldTrump @FLOTUS Wow. This thread shows me how lost these trump supporters are. It’s a disease caused by a… https://t.co/paVw18FtIa,"Maryland, USA",1
"I know it’s minor in the scheme of things, but not being to go in the vet with your sick pet really sucks. #WearAMask #COVID19","Virginia, USA",0
"Reopening Schools After COVID 19: Challenges, politics, concerns, oh my! 

#schools #covid19 #newyorktimes… https://t.co/HD54g7zjmi","California, USA",1
Tell the U.S. Senate to pass critical protections for nurses.  #ProtectNurses during #COVID19. Sign @NationalNurses… https://t.co/9hg5DMFa3K,"California, USA",0
"#ICYMI Herman Cain was killed by #COVID19. #WearYourDamnMask 

https://t.co/09q6q9d80j","Oregon, USA",0
DRC Members are actively engaged in the fight against #COVID19. Explore their resources including thought leadershi… https://t.co/79zJjhdLXE,"Dallas, Texas   U.S.A.",1
"@WhiteHouse 150,000 murdered by tRump. The biggest contraction to the US economy EVER! You had one job, to protect… https://t.co/0pUtowC3Kw",United States,0
I've been kind of over @LouisianaGov #COVID19 briefings lately but today's came off as so shitty and condescending.… https://t.co/hFYYhdQ0xG,America's Taint aka Louisiana,0
Anyone that died of #covid19 and attended the #TulsaTrumpRally should hold the #trumpCampaign and @realDonaldTrump… https://t.co/Y2fXsfrVTC,United States,0
#ECommerce &amp; #AI Working Together in a Post #COVID19 World. Companies need to shift their focus to find ways to inc… https://t.co/bSdppjTSrQ,United States,2
Republicans have left immigrants out of #COVID19 relief repeatedly—and we’ve had enough. Join us Thursday at 6pm ET… https://t.co/YZcnWd4esS,United States,1
"When you realize we need to be concerned about more than just the current #Coronavirus...

The Survival Medicine Ha… https://t.co/4SzzDs075k","NC, USA",2
@nycsouthpaw @atrupar #COVID19 sadly.,"Georgia, USA",0
CHOP Researchers Identify Lab Profiles that Differentiate MIS-C from COVID-19 in Children | #covid19 | #kids | … https://t.co/IEGbrupDap,United States,2
"@thehill TRUMP says:
""All of those Democratic Governors need to take over their streets""
meanwhile
today with massi… https://t.co/UJ5Mbs1y3X",USA,2
New #COVID19 cases for ages 10-19 in CT doubled this week over the past week according to @GovNedLamont. That scares me!,"Connecticut, USA",0
"Dept of Liberalism actively DENYING patients the proven, therapeutic CURE for #Covid19 https://t.co/veTUcSBByO",USA/CAN,0
"Dr. Fauci’s and The CDC response to #COVID19 was based on a completely false premise:
#AsymptomaticSpread is the pr… https://t.co/4LgBCzK0UL","Freedom, USA 🇺🇸",2
@RudyGiuliani #TrumpRally infected Herman Cain with #COVID19,USA,0
@realDonaldTrump Read or have someone explain this to you. Get some help. #ResignNowTrump #COVID19 #TrumpVirus… https://t.co/H73LWQdh5v,United States,1
"The simplest model that captures the phenomenon is the #exponential, and #OckhamsRazor suggests it is correct,… https://t.co/9TVC0xNPwP",Southwest USA,2
.@MLB’s Offline Sentiment Hurt by Delayed Season https://t.co/6eDx6r0Q3b #consumerconversations #consumerinsights… https://t.co/7VgLgmUm0K,Canada • USA • UK,0
#TermLimits is the Cure for #Covid19,USA,2
We've been through a lot and still managed to move forward. But we have never been this close to the precipice of c… https://t.co/3yrHol2n1v,"Maryland, USA",2
#HermanCain has passed due to #COVID19 &amp; #Trump is now wearing masks. Is it still a hoax to #Republicans?,America,0
"Narrator: No, this isn't coincidence. It is nature. 

#COVID19 isn't political.

But #COVID19 can be thwarted when… https://t.co/uyZ2ICP4Yv",USA,0
"@realDonaldTrump No wonder you want liability protection from #COVID19. If this is what you do to your ""great frien… https://t.co/i03q5xVaXf","East Coast, USA",1
How this Tweet of mine did not blow up is beyond me #COVID19 https://t.co/2tqJrgjOgK,"America, Europe, Asia, Africa",2
"@thehill @GOPLeader #FireTrump #FireGop you live depends on it.

#FascismHasComeToAmerica 
#TrumpFascism 
#COVID19… https://t.co/s3H3pF1RXO","Texas, USA",2
"#OMG, this is awful. The death of @THEHermanCain due to catching #COVID19 at the #TrumpTulsaRally is ENRAGING to us… https://t.co/RDvMrY9pCK",United States,0
Today ➡️ @DirOPSPAHO participated with @aliciabarcena in the presentation of the ECLAC - PAHO/WHO report on… https://t.co/D2cSR3dPa7,Americas,2
"@LindseyGrahamSC Trump KILLED Herman Cain!! 
It's all because Cain attended Trumps ""Rally of Death""!!
#rally… https://t.co/Y17YIzM3CO","Pennsylvania, USA",0
"#Trump #COVID19 #Masks #TrumpInfluenceKillsPeople @realDonaldTrump 

#JohnLewis: INSPIRATION AND A GREAT LEGACY.… https://t.co/QuUkqNa8gb","Kingdom of God, SouthCal, USA",1
.@LouisianaGov: Some venues so conducive to spread they can't be opened safely and barrooms are one of the places u… https://t.co/4ZeIlZ8Wuj,"Louisiana, USA",0
"@RichardGrenell @yashar It’s “reciprocal” only because we have the most cases of any country in the entire world, a… https://t.co/WOGM4XKb5H","Texas, USA",2
How to keep away from the Corona Virus...#coronavirus @realDonaldTrump #COVID19 #KAG2020 #maga #Trump2020 @Walmart… https://t.co/HACvAAJdo9,"Missouri, USA",2
@GOP @realDonaldTrump 152 thousand dead and mango moron does nothing. #COVIDIOT #COVID19,USA,0
"I took a couple days off social media. Now, people are discussing sex with demons? Really? Masks aren't THAT bad.… https://t.co/GTiSq4qlpp",USA,2
"Recent food trends indicate that #COVID19 has transformed how people shop, cook and dine: https://t.co/5SFI13jH71 https://t.co/eaN0EgDN0X","Montana, USA",2
22 new kids under 5 with #COVID19,"Kentucky, USA",2
LabCorp is creating a no-charge #COVID19 #antibody testing program to accelerate donations of blood plasma.,"Burlington, N.C., USA",1
I suspect @SpeakerPelosi wants to keep people home from work to prolong the economy downturn Knowing this will hert… https://t.co/a6vanabO8K,"California, USA",0
"Why Mr.President @realDonaldTrump are you not supporting theses physicians? Disband the so-called ""taskforce"".The g… https://t.co/YarHkLFtVY","Arizona, USA",0
Im saying No Thanks to plasma for traces of antibodies of #COVID19 That will go into a data base. Yes they MAY take… https://t.co/qpiO8mUzHl,"Dalton,GA the United States",1
Employers considering mandatory or opt-in #COVID19 testing as part of a safe workplace strategy may be tempted to r… https://t.co/yMYM8FfPUm,"Minnesota, USA",1
"Now is the time to strengthen our efforts to advance #racialequity in access to #nature, especially as #COVID19 cha… https://t.co/gcTVVhgSx7",United States,1
How Clarke County Hospital is Expanding Its #Telehealth Services Into Home Monitoring #COVID19 Patients -… https://t.co/f6IYyc1VVi,United States,2
"#COVID19 Okay looking at options for the grocery store just so I can follow new CDC/FDC/CIA/NSA Guidelines, OH and… https://t.co/GpcaJCRSdr","Texas, USA",1
"@whchapman @GovMikeDeWine @DaleJr Sure Bill, after a 40 year career public service, republican @GovMikeDeWine woke… https://t.co/rqcPuL4kks","Ohio, USA",1
152k lives and counting #COVID19 #IncompetentGovernment #TrumpIsACompleteFailure https://t.co/grFZeFMB7X,"The Upside Down, USA",2
The #COVID19 pandemic has impacted communities who've already suffered major losses directly related to… https://t.co/Y9peW6aJDK,"New York, USA",0
"@GavinNewsom you *know* that @CACorrections is a #COVID19 superspreader. Release medically vulnerable prisoners, pe… https://t.co/Z0FbkDPeOY","California, USA",0
"Happening now… @SharonFeigon - @SharedUseCntr founder &amp; executive director - discusses ""Shared-Mobility &amp; Micromobi… https://t.co/xC7RndDGI0","Evanston, IL  USA",2
"Just in case you haven't seen our latest newsletter in your crowded inbox. It's not just about sex, we promise.… https://t.co/2JZeSZSiTC",CANADA / USA / UK / INDIA,2
"https://t.co/HcVQdLfWtR

Domain for Sale!

This election is more important than ever!  Get it Today!
 #Vote… https://t.co/40kxlwBUts",USA,1
It's YOUR responsibility @GovBillLee to keep TN safe and contain #COVID19! Stop passing the buck and dumping your r… https://t.co/iuUaWAeWEn,"Tennessee, USA",0
This is so sad. This man was a staunch supporter of Donald Trump and died due tocatching #COVID19  at the Trump ral… https://t.co/Vrk78gsg5I,U.S.A.,0
"Computational sciences and #COVID19 data. While it is tempting to use examples from the pandemic, we should be awar… https://t.co/bwOFHxgYnr","Rutgers University (NJ, USA)",2
